CI Identifier	Growth-rate	Radius	Appearance_time	Growth-delay	Imaging_method	Category	DAP	GEN	RIF	Other_ABX
CI1491	38.00011659	597.8788365	13.71750862	4.294212432	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	42.11134105	597.8788365	14.11780366	4.694507472	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	48.21501647	737.3838984	12.37763154	2.954335351	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	42.09411525	677.5960147	11.88275434	2.459458148	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	50.01798362	418.5151856	19.49079387	10.06749768	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	38.53411642	558.0202474	15.02058393	5.597287735	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	42.73721181	498.2323638	17.29313522	7.869839023	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	41.95056691	418.5151856	19.077558	9.654261806	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	39.18295491	179.363651	23.96665769	14.5433615	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	51.45920896	777.2424875	12.29849796	2.87520177	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	38.72360023	338.7980074	20.44713406	11.02383786	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	39.01643884	637.7374256	12.37473222	2.951436023	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.48004897	797.171782	10.8887377	1.465441511	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	50.34527384	358.7273019	20.66383121	11.24053502	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	46.88288788	737.3838984	12.08062528	2.657329087	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	45.56798508	558.0202474	16.33122968	6.907933487	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	49.47824187	876.8889602	10.15387862	0.730582428	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	54.4048209	837.0303711	11.53753443	2.114238239	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	55.35798188	677.5960147	15.19681279	5.773516594	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	50.15579003	737.3838984	13.03565794	3.612361744	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.77862952	657.6667202	14.58492233	5.161626141	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	36.7885686	0	31.63620083	22.21290464	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	40.67585765	298.9394183	21.60302166	12.17972546	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	46.6819202	637.7374256	14.20157508	4.778278888	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.53746831	498.2323638	17.75820011	8.334903921	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.20443616	577.949542	16.08086673	6.65757054	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	42.98985689	518.1616583	16.6215848	7.198288609	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	37.20772975	358.7273019	20.01267573	10.58937954	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	51.45920896	737.3838984	13.65907596	4.235779766	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	58.97540005	338.7980074	21.57834084	12.15504464	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	53.62965986	856.9596657	11.396214	1.972917805	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.23314583	538.0909529	16.85575882	7.43246263	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	46.95753301	538.0909529	16.92986942	7.506573222	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	52.37791834	577.949542	16.53244596	7.10914977	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.61211344	697.5253093	13.14453354	3.721237343	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	47.06088782	717.4546038	12.46851782	3.04522163	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	44.09230815	737.3838984	11.51618771	2.092891515	TL	Cardiovascular	D+	G-	R-	ABX+
CI1491	48.38153255	418.5151856	19.68406979	10.2607736	TL	Cardiovascular	D+	G-	R-	ABX+
CI1502	27.22096653	0	46.57464746	37.0860227	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	32.45129741	0	39.32619664	29.83757188	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	27.59483833	0	60.57697059	51.08834583	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	34.07269999	0	36.99769436	27.5090696	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	36.30430783	0	38.99156641	29.50294165	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	36.58907029	0	36.6362212	27.14759645	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	38.39062871	0	34.70660239	25.21797763	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	35.6301763	0	34.16187931	24.67325455	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	40.53506437	0	32.44582777	22.95720301	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	45.7828297	0	31.65794813	22.16932337	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	35.07227434	0	34.39358995	24.90496519	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	44.91691936	0	33.48680062	23.99817587	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	38.97177659	0	34.87930938	25.39068462	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	35.66504517	0	36.03663278	26.54800802	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	34.65965934	0	35.92121876	26.432594	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	36.92032458	0	37.01888588	27.53026113	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	47.10203537	0	31.08953099	21.60090624	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	45.23655069	0	32.56269039	23.07406564	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	45.52131315	0	38.45327231	28.96464756	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.50047349	141.1947194	25.05503462	15.56640986	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	51.29792304	0	30.02514807	20.53652331	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	56.12145042	0	30.93407014	21.44544538	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.94214588	0	31.16707772	21.67845296	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.6332862	0	30.42666688	20.93804212	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	49.76950413	0	26.56106749	17.07244274	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.54313445	221.8774163	23.73650951	14.24788475	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	47.38098636	0	35.64544528	26.15682052	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.34356357	0	30.24795534	20.75933058	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	48.22365078	0	33.34783265	23.8592079	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.82789691	181.5360679	24.19691197	14.70828722	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	56.81882787	0	28.60906366	19.1204389	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	58.09735319	262.2187647	23.01963743	13.53101267	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.74696186	121.0240452	25.07689243	15.58826767	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.52953089	0	27.792583	18.30395824	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.50458236	0	28.6303839	19.14175914	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.86574535	201.7067421	23.97948771	14.49086295	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.45809053	181.5360679	24.43597472	14.94734996	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	46.34654314	0	34.39713463	24.90850988	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.07197902	201.7067421	23.86647152	14.37784676	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	46.78821552	0	38.62956759	29.14094284	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	52.51833358	0	48.6978144	39.20918964	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	42.45866384	0	28.99557195	19.5069472	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.23810564	60.51202262	25.59280891	16.10418415	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.82010483	302.5601131	22.05823511	12.56961035	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	46.08502659	60.51202262	32.37252821	22.88390345	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	59.60833767	423.5841583	20.40607865	10.91745389	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.20606868	726.1442714	15.39439917	5.905774411	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	58.71336994	504.2668552	18.67397295	9.185348191	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.99146962	141.1947194	24.96112263	15.47249788	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.0084784	484.096181	19.36857064	9.87994588	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.16623963	463.9255068	19.5386827	10.05005795	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.71790446	383.2428099	21.16977232	11.68114756	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.10769919	322.7307873	21.94255654	12.45393178	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.35759278	484.096181	19.39137608	9.902751327	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.32810973	665.6322488	16.58835885	7.099734095	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.43895348	504.2668552	19.0896376	9.601012842	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.06659319	121.0240452	25.24236723	15.75374247	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.51450271	423.5841583	20.5447944	11.05616964	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.43937914	363.0721357	21.2169534	11.72832864	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	58.09154172	564.7788778	17.79006423	8.301439471	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	66.77970247	0	30.48012781	20.99150306	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.90344613	242.0480905	23.31072758	13.82210283	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.80379969	524.4375294	19.09638735	9.607762595	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.15589364	564.7788778	17.50916611	8.020541353	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	75.64220758	705.9735972	17.27153621	7.782911457	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	58.71336994	282.3894389	22.67397295	13.18534819	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.3106753	605.1202262	17.43833383	7.949709076	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.58466611	322.7307873	22.06015815	12.57153339	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.22350312	181.5360679	24.20940961	14.72078485	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.42647922	705.9735972	16.10159569	6.612970933	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.65312689	443.7548326	20.09546688	10.60684212	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.02506153	443.7548326	20.11863321	10.63000845	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	67.17488302	20.17067421	26.02828809	16.53966333	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.81088812	322.7307873	22.1236977	12.63507294	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.43852783	463.9255068	19.92097748	10.43235272	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.4322907	524.4375294	18.99123366	9.502608899	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.97899536	625.2909004	17.21944714	7.730822386	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.82123412	847.1683167	14.14106886	4.6524441	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.10769919	685.802923	15.94255654	6.453931784	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.26914364	645.4615746	17.07438726	7.585762502	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	67.73859646	463.9255068	20.27021694	10.78159219	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	65.39075904	766.4856199	15.31884542	5.830220665	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	65.78012812	524.4375294	19.00363536	9.515010608	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	69.98763874	484.096181	20.05819276	10.569568	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	69.19727763	826.9976425	14.78191949	5.293294732	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	69.97601579	826.9976425	15.18957302	5.70094826	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	59.31195226	0	27.05867287	17.57004812	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.54313445	383.2428099	21.12040656	11.6317818	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	19.90431476	0	50.09498259	40.60635783	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	54.36638383	100.853371	25.69281832	16.20419356	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.4415074	282.3894389	22.34021475	12.85158999	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	43.47567263	0	42.67470686	33.1860821	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	51.07708685	0	45.03686222	35.54823746	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.19359442	786.6562941	14.76756129	5.278936535	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.33604948	423.5841583	20.22381398	10.73518922	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	66.07070206	0	27.7608393	18.27221455	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.04377293	0	28.20917257	18.72054781	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.3517813	403.4134841	20.58624439	11.09761963	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	49.63584012	0	42.74518776	33.25656301	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	59.30614078	423.5841583	20.17389992	10.68527516	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.53108584	0	28.19732425	18.70869949	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.25213486	141.1947194	25.08931906	15.60069431	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	56.38296696	100.853371	25.46047021	15.97184546	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.78183073	282.3894389	22.5922129	13.10358814	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	59.53278845	342.9014615	21.48886978	12.00024502	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	27.48248307	0	39.0337595	29.54513475	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	42.10997512	0	32.86015025	23.37152549	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.3115266	605.1202262	17.39458297	7.905958209	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.91804866	645.4615746	16.10581466	6.617189907	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.58466611	705.9735972	15.56015815	6.071533391	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	54.55235115	403.4134841	20.2367972	10.74817245	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.22392877	403.4134841	20.74886714	11.26024239	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	43.68488586	0	31.69386928	22.20524452	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	59.14923085	363.0721357	21.088064	11.59943924	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.45894184	0	27.66755549	18.17893073	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.39416426	141.1947194	25.03310875	15.54448399	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	56.58636872	363.0721357	21.06353586	11.57491111	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.43937914	564.7788778	18.05028673	8.561661976	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	57.39416426	0	28.7820962	19.29347144	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	NA	NA	NA	NA	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	53.83753926	0	33.35546006	23.86683531	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	51.71053803	0	44.17659197	34.68796721	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	56.61542611	0	29.15397064	19.66534589	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.25922329	322.7307873	21.87825718	12.38963242	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.28657808	0	26.78260249	17.29397773	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.10769919	100.853371	25.27588987	15.78726512	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	64.60620941	484.096181	19.72105622	10.23243147	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	62.59543776	705.9735972	15.78407904	6.295454285	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	48.15391303	342.9014615	20.84322737	11.35460262	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	NA	NA	NA	NA	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	44.96922267	0	31.04718903	21.55856427	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	61.53774862	746.3149457	15.15127164	5.66264688	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	66.97148127	645.4615746	17.46375524	7.975130481	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	55.91804866	60.51202262	26.59285824	17.10423349	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	58.94001762	423.5841583	20.08218123	10.59355647	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	60.78806786	584.949552	17.87130166	8.382676903	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	63.18239711	363.0721357	21.50829182	12.01966707	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	67.79671125	0	28.24999846	18.7613737	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1502	46.06178068	0	53.51808168	44.02945692	TL	Cardiovascular&ForeignBody	D-	G+	R+	ABX+
CI1523	40.32523538	566.8014489	15.15777012	1.332774495	TL	Other	D-	G-	R-	ABX+
CI1523	43.716518	623.4815938	12.75780447	-1.067191153	TL	Other	D-	G-	R-	ABX+
CI1523	41.92561594	604.5882122	13.34974825	-0.475247371	TL	Other	D-	G-	R-	ABX+
CI1523	41.36493839	604.5882122	13.35179116	-0.473204461	TL	Other	D-	G-	R-	ABX+
CI1523	35.70372824	529.0146857	14.45348799	0.628492364	TL	Other	D-	G-	R-	ABX+
CI1523	46.54712307	642.3749754	13.71819215	-0.106803478	TL	Other	D-	G-	R-	ABX+
CI1523	43.00886673	604.5882122	13.78879396	-0.036201668	TL	Other	D-	G-	R-	ABX+
CI1523	46.5416796	642.3749754	13.67708706	-0.147908562	TL	Other	D-	G-	R-	ABX+
CI1523	45.62717642	642.3749754	13.58980685	-0.235188771	TL	Other	D-	G-	R-	ABX+
CI1523	44.69634283	623.4815938	13.70169217	-0.123303458	TL	Other	D-	G-	R-	ABX+
CI1523	43.96691768	642.3749754	13.37607953	-0.448916092	TL	Other	D-	G-	R-	ABX+
CI1523	43.72196147	642.3749754	13.16329611	-0.661699511	TL	Other	D-	G-	R-	ABX+
CI1523	41.59900766	566.8014489	15.01056805	1.185572427	TL	Other	D-	G-	R-	ABX+
CI1523	45.40943757	642.3749754	13.48400796	-0.340987667	TL	Other	D-	G-	R-	ABX+
CI1523	44.33163025	623.4815938	13.6581853	-0.166810329	TL	Other	D-	G-	R-	ABX+
CI1523	43.98324809	623.4815938	13.82284584	-0.002149785	TL	Other	D-	G-	R-	ABX+
CI1523	46.19329744	642.3749754	13.66328004	-0.161715589	TL	Other	D-	G-	R-	ABX+
CI1523	45.11549012	642.3749754	13.35437915	-0.470616476	TL	Other	D-	G-	R-	ABX+
CI1523	45.74148932	642.3749754	13.17580162	-0.649194	TL	Other	D-	G-	R-	ABX+
CI1523	45.14270748	642.3749754	13.59838752	-0.226608103	TL	Other	D-	G-	R-	ABX+
CI1523	45.38766368	642.3749754	13.39822832	-0.426767307	TL	Other	D-	G-	R-	ABX+
CI1523	43.97236115	623.4815938	13.73577549	-0.089220138	TL	Other	D-	G-	R-	ABX+
CI1523	43.11229268	623.4815938	13.39670805	-0.42828758	TL	Other	D-	G-	R-	ABX+
CI1523	45.70338502	661.2683571	13.43091088	-0.394084749	TL	Other	D-	G-	R-	ABX+
CI1523	46.15519314	642.3749754	13.71387283	-0.111122796	TL	Other	D-	G-	R-	ABX+
CI1523	47.61948692	661.2683571	13.26094662	-0.564049003	TL	Other	D-	G-	R-	ABX+
CI1523	41.00566929	566.8014489	14.86867928	1.04368366	TL	Other	D-	G-	R-	ABX+
CI1523	43.79272659	604.5882122	14.02402251	0.19902688	TL	Other	D-	G-	R-	ABX+
CI1523	42.14879826	604.5882122	13.77531461	-0.049681012	TL	Other	D-	G-	R-	ABX+
CI1523	47.62493039	680.1617387	13.1106901	-0.714305521	TL	Other	D-	G-	R-	ABX+
CI1523	38.40369001	566.8014489	13.84357586	0.018580239	TL	Other	D-	G-	R-	ABX+
CI1523	44.09211751	642.3749754	13.41515569	-0.40983994	TL	Other	D-	G-	R-	ABX+
CI1523	46.53623613	680.1617387	12.70093123	-1.124064399	TL	Other	D-	G-	R-	ABX+
CI1523	44.50037786	604.5882122	14.21489432	0.389898693	TL	Other	D-	G-	R-	ABX+
CI1523	42.2739981	604.5882122	13.73226385	-0.092731776	TL	Other	D-	G-	R-	ABX+
CI1523	46.87917482	661.2683571	13.47765843	-0.347337197	TL	Other	D-	G-	R-	ABX+
CI1523	44.59836035	642.3749754	13.26190175	-0.563093873	TL	Other	D-	G-	R-	ABX+
CI1523	42.42097183	604.5882122	13.81142406	-0.013571563	TL	Other	D-	G-	R-	ABX+
CI1523	42.30121546	623.4815938	13.57177468	-0.253220943	TL	Other	D-	G-	R-	ABX+
CI1523	46.95538342	642.3749754	13.66762436	-0.157371266	TL	Other	D-	G-	R-	ABX+
CI1523	40.19459207	585.6948306	13.93254709	0.107551466	TL	Other	D-	G-	R-	ABX+
CI1523	44.15743917	642.3749754	13.40494671	-0.420048914	TL	Other	D-	G-	R-	ABX+
CI1523	41.78952916	604.5882122	13.55066142	-0.274334205	TL	Other	D-	G-	R-	ABX+
CI1523	41.98549412	585.6948306	14.0639303	0.238934673	TL	Other	D-	G-	R-	ABX+
CI1523	43.6022051	623.4815938	13.68536343	-0.139632198	TL	Other	D-	G-	R-	ABX+
CI1523	41.34316451	604.5882122	13.79669884	-0.028296781	TL	Other	D-	G-	R-	ABX+
CI1523	43.78728312	642.3749754	13.35406444	-0.470931181	TL	Other	D-	G-	R-	ABX+
CI1523	43.43345749	642.3749754	13.4299947	-0.395000924	TL	Other	D-	G-	R-	ABX+
CI1523	44.38062149	623.4815938	13.43698774	-0.388007884	TL	Other	D-	G-	R-	ABX+
CI1523	40.89135639	604.5882122	13.32697831	-0.498017317	TL	Other	D-	G-	R-	ABX+
CI1523	45.01750764	623.4815938	13.67778247	-0.147213152	TL	Other	D-	G-	R-	ABX+
CI1523	47.97875602	661.2683571	14.00723407	0.18223844	TL	Other	D-	G-	R-	ABX+
CI1523	42.5407282	623.4815938	13.53803724	-0.286958382	TL	Other	D-	G-	R-	ABX+
CI1523	39.36174096	585.6948306	13.65787504	-0.167120589	TL	Other	D-	G-	R-	ABX+
CI1523	41.533686	604.5882122	13.77607179	-0.04892384	TL	Other	D-	G-	R-	ABX+
CI1523	40.85325209	585.6948306	13.90596416	0.080968539	TL	Other	D-	G-	R-	ABX+
CI1523	46.01910635	642.3749754	13.8290073	0.004011676	TL	Other	D-	G-	R-	ABX+
CI1523	42.43185877	623.4815938	13.6574207	-0.167574921	TL	Other	D-	G-	R-	ABX+
CI1523	39.02968921	566.8014489	13.87118936	0.046193736	TL	Other	D-	G-	R-	ABX+
CI1523	40.28168761	585.6948306	13.99670194	0.171706319	TL	Other	D-	G-	R-	ABX+
CI1523	48.12572975	661.2683571	13.71397591	-0.111019711	TL	Other	D-	G-	R-	ABX+
CI1523	45.8013675	642.3749754	13.8418621	0.016866476	TL	Other	D-	G-	R-	ABX+
CI1523	44.59836035	642.3749754	13.86078698	0.035791354	TL	Other	D-	G-	R-	ABX+
CI1523	51.53878625	699.0551203	13.71376507	-0.111230551	TL	Other	D-	G-	R-	ABX+
CI1523	45.36044633	642.3749754	13.72074016	-0.104255469	TL	Other	D-	G-	R-	ABX+
CI1523	46.99348772	661.2683571	13.51842863	-0.306566992	TL	Other	D-	G-	R-	ABX+
CI1523	46.24228868	661.2683571	13.47695833	-0.34803729	TL	Other	D-	G-	R-	ABX+
CI1523	48.55032051	699.0551203	13.19594062	-0.629055006	TL	Other	D-	G-	R-	ABX+
CI1523	44.79976878	623.4815938	14.05434521	0.229349582	TL	Other	D-	G-	R-	ABX+
CI1523	48.02774726	661.2683571	13.86496593	0.039970303	TL	Other	D-	G-	R-	ABX+
CI1523	46.59611431	661.2683571	13.30024467	-0.524750954	TL	Other	D-	G-	R-	ABX+
CI1523	46.10075842	661.2683571	13.41090184	-0.414093781	TL	Other	D-	G-	R-	ABX+
CI1523	45.84491527	661.2683571	13.41048378	-0.414511846	TL	Other	D-	G-	R-	ABX+
