CI Identifier	Appearance_time	Growth-rate	Radius	Imaging_method
CI1439	8.47912768	61.55487046	1083.763266	TL
CI1439	9.392732225	65.68272103	1172.233737	TL
CI1439	8.803071893	64.76254084	1194.351355	TL
CI1439	8.727382291	65.80584373	1194.351355	TL
CI1439	8.677446867	70.27066168	1260.704208	TL
CI1439	8.908132221	65.50127704	1194.351355	TL
CI1439	8.820416396	67.86004879	1194.351355	TL
CI1439	8.549534389	65.63736003	1172.233737	TL
CI1439	8.833631145	66.7389842	1194.351355	TL
CI1439	9.379797529	65.48831676	1127.998502	TL
CI1439	9.133429694	62.79905776	1083.763266	TL
CI1439	9.018067394	62.61113364	1105.880884	TL
CI1439	9.410670593	62.42968966	1083.763266	TL
CI1439	9.794640034	64.43853373	1083.763266	TL
CI1439	NA	NA	NA	TL
CI1439	9.291411438	61.76871516	1039.528031	TL
CI1439	8.798157036	62.46857051	1127.998502	TL
CI1439	8.816553081	62.7277762	1127.998502	TL
CI1439	8.979225501	62.46857051	1083.763266	TL
CI1439	10.01625116	86.28957312	1238.58659	TL
CI1439	9.328479359	66.66122249	1127.998502	TL
CI1439	9.202586946	59.78579165	1017.410413	TL
CI1439	8.947026016	62.64353435	1061.645649	TL
CI1439	9.323779222	64.0497252	1083.763266	TL
CI1439	9.297292527	61.74927473	1061.645649	TL
CI1442	9.803528016	50.8684348	953.5716237	TL
CI1442	9.638256299	60.23343489	1015.761077	TL
CI1442	9.949298318	61.15918426	1015.761077	TL
CI1442	10.04800383	56.25569888	974.3014416	TL
CI1442	9.739267339	60.20357201	1036.490895	TL
CI1442	10.07959419	59.92883348	1015.761077	TL
CI1442	9.30546538	58.26248462	995.0312595	TL
CI1442	9.390227258	59.17031626	1015.761077	TL
CI1442	10.67957659	54.42809045	932.8418058	TL
CI1442	9.787881563	57.88621229	1015.761077	TL
CI1442	9.850800477	61.54142916	1057.220713	TL
CI1442	9.933509197	54.84019823	974.3014416	TL
CI1442	9.612902986	60.30510581	1057.220713	TL
CI1442	9.75216312	56.78128562	1015.761077	TL
CI1442	9.265940969	55.56885257	1015.761077	TL
CI1442	10.50525808	52.79757704	932.8418058	TL
CI1442	9.682722455	59.8213271	1036.490895	TL
CI1442	10.2699453	54.06973585	912.1119879	TL
CI1442	10.35465907	53.34705408	953.5716237	TL
CI1442	10.18003626	54.04584554	953.5716237	TL
CI1442	9.85974134	60.15579139	1077.950531	TL
CI1442	9.707471078	60.44844765	1077.950531	TL
CI1442	9.594658924	60.59178948	1077.950531	TL
CI1442	9.621140565	62.25216578	1098.680349	TL
CI1442	9.882947716	60.95014408	1077.950531	TL
CI1442	9.762527442	61.25474549	1077.950531	TL
CI1442	9.878183151	60.78888451	1057.220713	TL
CI1442	9.754739299	61.51753886	1077.950531	TL
CI1442	9.846279179	62.0431256	1077.950531	TL
CI1442	9.633606638	62.24022062	1098.680349	TL
CI1442	9.918781822	55.95109748	995.0312595	TL
CI1442	10.19307467	60.15579139	1057.220713	TL
CI1442	10.13786888	58.66264725	1015.761077	TL
CI1442	9.264287335	63.21972318	1098.680349	TL
CI1442	9.074050448	60.86652801	1077.950531	TL
CI1442	9.668750791	64.42618365	1119.410167	TL
CI1442	10.00754166	58.98516638	1036.490895	TL
CI1442	10.41689202	56.93060004	995.0312595	TL
CI1442	9.762605371	57.28298205	1036.490895	TL
CI1442	9.651176308	62.01923529	1057.220713	TL
CI1442	9.556133003	60.71721359	1057.220713	TL
CI1442	9.451355941	63.78711796	1077.950531	TL
CI1442	9.549614383	60.95014408	1077.950531	TL
CI1442	9.131333526	65.56097321	1140.139985	TL
CI1442	10.15884744	58.06538959	1036.490895	TL
CI1442	9.894943275	57.58161088	1015.761077	TL
CI1442	11.87413774	60.44844765	974.3014416	TL
CI1442	9.742129028	60.14981882	1057.220713	TL
CI1442	10.01223498	59.95272379	1036.490895	TL
CI1442	9.479410831	62.22827547	1077.950531	TL
CI1442	8.722527949	65.84168431	1119.410167	TL
CI1442	10.22511852	58.27442977	1015.761077	TL
CI1442	10.25853286	61.05765046	1057.220713	TL
CI1442	9.598123216	62.11479651	1119.410167	TL
CI1442	9.680350279	59.1344808	1077.950531	TL
CI1442	9.635391022	62.54482203	1098.680349	TL
CI1442	10.36596163	60.58581691	1036.490895	TL
CI1442	9.183088242	62.18646743	1119.410167	TL
CI1442	8.98676624	63.2675038	1140.139985	TL
CI1442	9.32678548	63.41084563	1098.680349	TL
CI1442	10.62915584	51.59111657	912.1119879	TL
CI1442	11.11610874	58.00566382	974.3014416	TL
CI1442	10.09471835	53.01856237	953.5716237	TL
CI1442	10.42932787	53.80694248	912.1119879	TL
CI1442	9.862200284	44.37624405	870.6523521	TL
CI1442	NA	NA	NA	TL
CI1442	10.14150815	57.21728371	995.0312595	TL
CI1442	10.42959975	54.79241762	932.8418058	TL
CI1442	10.34534245	56.85295654	953.5716237	TL
CI1442	9.623690063	61.63699039	1077.950531	TL
CI1442	9.851198081	60.22746231	1036.490895	TL
CI1442	9.390263023	56.42293103	995.0312595	TL
CI1464	12.98927969	41.94477296	642.5943332	TL
CI1464	12.78799832	41.2659218	642.5943332	TL
CI1464	12.43700835	38.10823536	606.894648	TL
CI1464	12.47840786	41.07049496	642.5943332	TL
CI1464	12.41174304	38.05680725	606.894648	TL
CI1464	12.47936371	35.41340199	571.1949628	TL
CI1464	12.79407575	34.11741342	571.1949628	TL
CI1464	13.04018249	34.71397958	535.4952776	TL
CI1464	13.13106061	41.56420489	642.5943332	TL
CI1464	12.71791866	34.90940643	571.1949628	TL
CI1464	12.91325564	34.07627092	571.1949628	TL
CI1464	12.48221324	35.20768951	571.1949628	TL
CI1464	12.51611539	34.22026965	571.1949628	TL
CI1464	13.21691372	36.05111065	571.1949628	TL
CI1464	13.25510777	37.15167237	571.1949628	TL
CI1464	12.60637179	36.88424616	606.894648	TL
CI1464	12.93316353	43.45675963	642.5943332	TL
CI1464	13.56405218	41.76991736	642.5943332	TL
CI1464	12.99393876	36.85338929	571.1949628	TL
CI1464	13.00957885	33.23284979	535.4952776	TL
CI1464	12.39927742	32.51285614	535.4952776	TL
CI1464	12.65127058	33.99398593	571.1949628	TL
CI1464	12.16508961	35.1151189	571.1949628	TL
CI1464	12.69810693	31.60772126	535.4952776	TL
CI1464	12.89629866	37.10024425	571.1949628	TL
CI1464	12.27221513	49.40185006	713.9937035	TL
CI1464	13.09155274	37.6865248	571.1949628	TL
CI1464	13.02254679	39.58936516	606.894648	TL
CI1464	12.86660751	37.79966666	571.1949628	TL
CI1464	13.19439321	38.06709287	571.1949628	TL
CI1464	12.68150477	36.47282121	571.1949628	TL
CI1464	12.94315073	40.59735627	606.894648	TL
CI1464	13.05390965	39.54822267	606.894648	TL
CI1464	12.58571906	34.27169777	571.1949628	TL
CI1464	12.89287365	35.14597577	571.1949628	TL
CI1464	12.81845795	38.18023473	606.894648	TL
CI1464	13.15232235	40.66935564	606.894648	TL
CI1464	13.02194616	37.07967301	606.894648	TL
CI1464	13.53597832	41.15277994	606.894648	TL
CI1464	13.31842805	45.34931436	678.2940183	TL
CI1464	12.65302767	38.49908906	606.894648	TL
CI1464	13.20776183	39.90821949	606.894648	TL
CI1464	12.98331931	37.23395736	606.894648	TL
CI1464	12.85916669	37.73795292	606.894648	TL
CI1464	12.87397259	43.05562031	678.2940183	TL
CI1464	12.53366759	36.39053623	606.894648	TL
CI1464	13.06386616	36.79167555	606.894648	TL
CI1464	12.79143631	37.61452543	571.1949628	TL
CI1464	12.77701975	39.88764824	606.894648	TL
CI1464	12.71830549	36.60653432	571.1949628	TL
CI1464	13.07731674	40.54592815	606.894648	TL
CI1464	12.91994074	41.20420806	642.5943332	TL
CI1464	12.65118614	35.69111382	571.1949628	TL
CI1464	12.54088385	37.34709922	606.894648	TL
CI1464	12.98286664	37.85109477	606.894648	TL
CI1464	12.70033425	36.39053623	571.1949628	TL
CI1464	12.66165231	38.7356584	606.894648	TL
CI1464	12.68861283	37.07967301	606.894648	TL
CI1464	12.62133165	41.2659218	642.5943332	TL
CI1464	12.4868426	39.1265121	606.894648	TL
CI1464	12.5906121	37.96423663	606.894648	TL
CI1464	13.1062723	40.96763872	606.894648	TL
CI1464	12.72006236	37.80995228	606.894648	TL
CI1464	12.84995831	37.19281487	571.1949628	TL
CI1464	12.99697795	38.74594403	606.894648	TL
CI1464	13.02029874	40.25793069	606.894648	TL
CI1464	12.91675919	40.67964126	642.5943332	TL
CI1464	13.13516796	39.14708335	606.894648	TL
CI1464	13.19099182	40.78249749	606.894648	TL
CI1464	13.08521049	38.07737849	606.894648	TL
CI1464	12.6308654	41.19392244	642.5943332	TL
CI1464	12.62133165	41.2659218	642.5943332	TL
CI1464	13.15457033	39.15736897	606.894648	TL
CI1464	13.25259835	39.05451273	606.894648	TL
CI1464	13.4018027	37.74823854	571.1949628	TL
CI1464	12.80980449	40.02136135	606.894648	TL
CI1464	12.8081045	39.36308144	606.894648	TL
CI1464	13.32967048	36.64767682	571.1949628	TL
CI1464	12.64313782	40.02136135	606.894648	TL
CI1464	13.12476964	37.61452543	571.1949628	TL
CI1464	13.02194616	37.07967301	571.1949628	TL
CI1464	12.9839693	37.9950935	606.894648	TL
CI1464	13.321237	39.15736897	606.894648	TL
CI1464	13.15457033	39.15736897	606.894648	TL
CI1464	13.9908574	42.05791482	606.894648	TL
CI1464	12.75009252	40.67964126	642.5943332	TL
CI1464	11.98498344	48.09557586	678.2940183	TL
CI1464	12.61960206	41.46134865	606.894648	TL
CI1464	12.97761383	62.43373513	785.3930739	TL
CI1464	13.24500517	31.67972063	535.4952776	TL
CI1464	12.50282853	31.93686122	535.4952776	TL
CI1464	13.2800007	37.80995228	606.894648	TL
CI1464	13.32455952	37.57338294	571.1949628	TL
CI1464	12.87925447	32.61571237	535.4952776	TL
CI1464	13.27807253	31.18601069	499.7955925	TL
CI1466	8.614603178	64.57021449	1116.779623	TL
CI1466	9.151023812	58.42561282	1044.729325	TL
CI1466	8.775287902	62.05840097	1080.754474	TL
CI1466	8.729656168	61.59132821	1080.754474	TL
CI1466	8.714338822	59.31824077	1044.729325	TL
CI1466	8.690038316	62.22447129	1080.754474	TL
CI1466	8.616767084	54.75130709	972.6790267	TL
CI1466	8.961679133	59.42203471	1008.704176	TL
CI1466	8.531791195	51.51293594	900.6287285	TL
CI1466	8.953770128	55.28065622	972.6790267	TL
CI1466	8.921902728	59.85796929	1044.729325	TL
CI1466	8.95189357	59.4531729	1008.704176	TL
CI1466	8.638955717	60.69870026	1044.729325	TL
CI1466	8.894664916	57.10742969	972.6790267	TL
CI1466	8.616767084	54.75130709	972.6790267	TL
CI1466	9.371377637	54.59561617	900.6287285	TL
CI1466	9.439030182	56.86870362	936.6538776	TL
CI1466	9.091378626	55.08344773	936.6538776	TL
CI1466	8.666522289	51.78280021	900.6287285	TL
CI1466	9.041036182	55.75810838	936.6538776	TL
CI1466	8.519763413	55.29103562	936.6538776	TL
CI1466	9.339613335	52.79998089	900.6287285	TL
CI1466	9.148632066	50.48537587	828.5784302	TL
CI1466	8.519763413	55.29103562	972.6790267	TL
CI1466	8.497773675	56.97249756	972.6790267	TL
CI1466	8.536931112	50.620308	864.6035793	TL
CI1466	8.469947844	49.81071521	828.5784302	TL
CI1466	8.664698077	58.2803013	1008.704176	TL
CI1466	8.130230832	52.14607902	900.6287285	TL
CI1466	8.419436198	53.51615912	900.6287285	TL
CI1466	8.683525706	54.65789254	936.6538776	TL
CI1466	9.787562545	60.93742634	1008.704176	TL
CI1466	8.679407162	50.19475282	864.6035793	TL
CI1466	9.143292528	52.64428997	900.6287285	TL
CI1466	8.750656201	54.51258102	900.6287285	TL
CI1466	8.322178136	54.48144283	936.6538776	TL
CI1466	8.843479521	59.61924321	1008.704176	TL
CI1466	8.400253601	55.10420651	936.6538776	TL
CI1466	8.784936521	51.55445352	900.6287285	TL
CI1466	8.614222533	49.48895398	900.6287285	TL
CI1466	8.84195862	54.08702583	900.6287285	TL
CI1466	8.519688368	53.74450581	900.6287285	TL
CI1466	8.464487019	52.47821965	900.6287285	TL
CI1466	8.797820352	52.47821965	900.6287285	TL
CI1466	8.831945539	57.74057277	972.6790267	TL
CI1466	8.805625464	53.90019673	936.6538776	TL
CI1466	NA	NA	NA	TL
CI1466	8.937412314	58.13498977	972.6790267	TL
CI1466	8.345116583	53.39160639	972.6790267	TL
CI1466	8.392611287	54.53333981	936.6538776	TL
CI1466	9.226770993	55.02117136	936.6538776	TL
CI1466	8.435776269	54.01437007	936.6538776	TL
CI1466	8.559277954	54.53333981	972.6790267	TL
CI1466	8.917671494	58.84078861	1008.704176	TL
CI1466	9.183514157	56.23556054	936.6538776	TL
CI1466	8.292123942	56.47428662	972.6790267	TL
CI1466	9.026084895	58.40485403	1008.704176	TL
CI1466	8.393879566	56.61959814	972.6790267	TL
CI1466	9.034429928	53.44350336	900.6287285	TL
CI1466	8.99711955	54.84472165	900.6287285	TL
CI1466	8.336369284	57.36691456	1008.704176	TL
CI1466	8.669702618	57.36691456	1008.704176	TL
CI1466	8.836369284	57.36691456	972.6790267	TL
CI1466	8.917322868	54.51258102	936.6538776	TL
CI1466	8.836369284	57.36691456	1008.704176	TL
CI1466	8.539057792	55.08344773	972.6790267	TL
CI1466	8.770745647	58.13498977	1008.704176	TL
CI1466	9.351392127	55.14572409	936.6538776	TL
CI1466	8.876120919	62.006504	1080.754474	TL
CI1466	9.203445493	54.26347554	936.6538776	TL
CI1466	8.32230531	57.14894727	1008.704176	TL
CI1466	8.7301744	59.10027348	1044.729325	TL
CI1466	8.48334146	59.22482621	1044.729325	TL
CI1466	8.701111461	57.0866709	1008.704176	TL
CI1466	8.681459844	59.48431108	1044.729325	TL
CI1466	8.372055432	57.61602003	1008.704176	TL
CI1466	8.745818422	60.53262995	1080.754474	TL
CI1466	8.659426215	58.37371585	1044.729325	TL
CI1475	11.57578343	42.7859338	735.2513771	TL
CI1475	11.45802317	43.38011112	753.1843375	TL
CI1475	11.40189248	44.21712612	753.1843375	TL
CI1475	11.76429492	44.44963029	735.2513771	TL
CI1475	11.41796668	45.29181206	771.1172979	TL
CI1475	11.26883861	44.95080594	789.0502584	TL
CI1475	11.49702519	44.75963585	771.1172979	TL
CI1475	11.27941439	45.97382429	789.0502584	TL
CI1475	11.66933393	44.99730678	753.1843375	TL
CI1475	11.42562489	45.64831845	789.0502584	TL
CI1475	11.36564429	45.50364919	771.1172979	TL
CI1475	11.49289946	42.52242907	735.2513771	TL
CI1475	11.41216805	47.01750967	789.0502584	TL
CI1475	11.41475382	45.52431623	771.1172979	TL
CI1475	11.45328537	44.97147298	771.1172979	TL
CI1475	11.69308619	42.8737687	735.2513771	TL
CI1475	11.30610977	43.82961918	753.1843375	TL
CI1475	11.77018247	39.52570868	699.3854563	TL
CI1475	11.51220713	44.3979627	753.1843375	TL
CI1475	11.41263926	45.14197604	771.1172979	TL
CI1475	11.67363403	45.40548076	771.1172979	TL
CI1475	11.50312069	46.18566142	789.0502584	TL
CI1475	11.55454462	43.97428844	753.1843375	TL
CI1475	11.50082104	43.39561139	735.2513771	TL
CI1475	10.71804586	42.87893546	771.1172979	TL
CI1475	11.38838471	44.33596159	753.1843375	TL
CI1475	11.60317449	42.63609778	735.2513771	TL
CI1475	11.48367846	44.35146187	753.1843375	TL
CI1475	11.71018064	41.54591156	699.3854563	TL
CI1475	11.56631957	45.71031956	771.1172979	TL
CI1475	11.34554047	44.3979627	771.1172979	TL
CI1475	11.49420443	44.8164702	753.1843375	TL
CI1475	11.62096625	43.89678705	735.2513771	TL
CI1475	12.10901217	41.83008332	699.3854563	TL
CI1475	11.93152446	42.47592824	717.3184167	TL
CI1475	12.21986718	41.91275147	717.3184167	TL
CI1475	12.64933925	51.11991655	789.0502584	TL
CI1475	11.76794762	43.67978316	753.1843375	TL
CI1475	11.73522582	44.21712612	735.2513771	TL
CI1475	11.4737394	43.63328232	753.1843375	TL
CI1475	11.94966933	41.21007221	699.3854563	TL
CI1475	11.93333284	43.39561139	735.2513771	TL
CI1475	11.72892016	41.91791823	735.2513771	TL
CI1475	11.95549458	45.5398165	735.2513771	TL
CI1475	11.54752451	46.03065864	789.0502584	TL
CI1475	11.55024071	46.06165919	771.1172979	TL
CI1475	11.61746695	43.76761806	771.1172979	TL
CI1475	12.21911176	44.93013891	735.2513771	TL
CI1475	11.54770658	45.85498882	771.1172979	TL
CI1475	11.58264752	45.35897993	771.1172979	TL
CI1475	11.56587337	44.09829066	753.1843375	TL
CI1475	12.02588914	43.75211779	735.2513771	TL
CI1475	11.50402873	40.26455526	717.3184167	TL
CI1475	11.62754008	41.1480711	699.3854563	TL
CI1475	11.13310826	42.94610333	753.1843375	TL
CI1475	11.42254281	40.94140072	699.3854563	TL
CI1475	11.6422942	41.81974981	699.3854563	TL
CI1475	11.72308212	41.76808221	699.3854563	TL
CI1475	12.07242591	39.91838238	681.4524959	TL
CI1475	11.58154859	41.31340739	699.3854563	TL
CI1475	11.55766212	45.25564474	771.1172979	TL
CI1475	12.77373479	42.58959694	699.3854563	TL
CI1475	11.45894472	46.30449688	806.9832188	TL
CI1475	11.99206248	45.41581428	771.1172979	TL
CI1475	10.56930822	45.5656503	771.1172979	TL
CI1475	11.47707358	46.33549744	806.9832188	TL
CI1475	11.76115841	43.24577537	753.1843375	TL
CI1475	11.43794783	44.70796826	771.1172979	TL
CI1475	11.73968863	44.9818065	771.1172979	TL
CI1475	11.63889907	45.82398827	789.0502584	TL
CI1475	11.14857723	44.68213446	806.9832188	TL
CI1475	11.72953474	46.20632846	789.0502584	TL
CI1475	10.51898608	46.32516392	824.9161792	TL
CI1475	11.01407351	44.50646464	789.0502584	TL
CI1475	12.26634411	44.38246242	753.1843375	TL
CI1475	11.62013095	45.60698438	789.0502584	TL
CI1475	11.12311565	40.8432323	735.2513771	TL
CI1475	11.28275945	46.10299327	789.0502584	TL
CI1475	11.3378577	45.56048354	789.0502584	TL
CI1475	11.80254561	43.42661195	753.1843375	TL
CI1475	11.3143644	45.37964697	789.0502584	TL
CI1475	11.25340962	41.2617398	735.2513771	TL
CI1475	11.62681129	44.8681378	771.1172979	TL
CI1475	11.47734658	46.24766253	789.0502584	TL
CI1475	11.65455285	45.82398827	789.0502584	TL
CI1475	11.45567486	44.0931239	753.1843375	TL
CI1475	11.33358389	45.96865753	806.9832188	TL
CI1475	11.69663226	45.67415225	771.1172979	TL
CI1475	NA	NA	NA	TL
CI1475	11.76587788	49.5905558	771.1172979	TL
CI1475	12.17770485	40.44022507	681.4524959	TL
CI1475	11.61407578	45.80848799	789.0502584	TL
CI1475	11.97822121	39.05036682	663.5195354	TL
CI1475	11.80142906	42.52759583	699.3854563	TL
CI1475	11.9851274	49.71455802	789.0502584	TL
CI1475	NA	NA	NA	TL
CI1475	11.82623279	42.52242907	717.3184167	TL
CI1475	11.7336296	45.27114502	753.1843375	TL
CI1475	12.21615755	42.49659527	681.4524959	TL
CI1475	NA	NA	NA	TL
CI1475	NA	NA	NA	TL
CI1475	11.93556034	38.7351945	699.3854563	TL
CI1475	12.5367842	39.97004998	681.4524959	TL
CI1475	12.32925319	56.48301271	842.8491396	TL
CI1491	9.051550302	63.3648502	1037.999699	TL
CI1491	9.521274685	55.9981218	932.0813625	TL
CI1491	9.345212321	58.07325656	974.4486972	TL
CI1491	9.642048879	57.67653962	932.0813625	TL
CI1491	9.188897048	62.92540989	1016.816032	TL
CI1491	8.995761485	61.63760568	1016.816032	TL
CI1491	9.158683698	60.88689516	995.6323645	TL
CI1491	9.56764406	61.58267564	995.6323645	TL
CI1491	9.482238525	61.44229888	995.6323645	TL
CI1491	9.036399863	57.90846645	974.4486972	TL
CI1491	9.102953784	61.28971544	1016.816032	TL
CI1491	9.264954123	60.72210505	1016.816032	TL
CI1491	9.351703531	58.26246002	974.4486972	TL
CI1491	9.436570442	62.46155624	995.6323645	TL
CI1491	9.030171263	61.83901581	1016.816032	TL
CI1491	9.156540026	56.93803578	953.2650299	TL
CI1491	9.226790781	62.38221285	1016.816032	TL
CI1491	9.543765569	54.4844941	932.0813625	TL
CI1491	9.078517489	59.00096387	995.6323645	TL
CI1491	9.423296193	56.10798188	932.0813625	TL
CI1491	10.33603628	60.65496833	910.8976952	TL
CI1491	9.059797348	63.59067368	1080.367034	TL
CI1491	9.508374944	55.52816481	910.8976952	TL
CI1491	9.107326007	60.06294459	953.2650299	TL
CI1491	9.54487022	63.16344006	1016.816032	TL
CI1491	9.4562946	59.78829441	974.4486972	TL
CI1491	8.571681144	60.52679825	995.6323645	TL
CI1491	9.281829327	58.79345039	953.2650299	TL
CI1491	9.48338164	60.46576487	995.6323645	TL
CI1491	9.537403169	59.12913395	953.2650299	TL
CI1491	9.218136933	62.4554529	1016.816032	TL
CI1491	9.198210907	59.14744397	974.4486972	TL
CI1491	10.03842442	58.53711021	910.8976952	TL
CI1491	9.566605094	59.94698118	995.6323645	TL
CI1491	9.65714817	54.69811091	932.0813625	TL
CI1491	9.165490388	60.38642148	1016.816032	TL
CI1491	9.270552487	61.40567885	1037.999699	TL
CI1491	9.430619988	60.59393496	1037.999699	TL
CI1491	8.943991221	61.71084573	1016.816032	TL
CI1491	9.956466664	61.07609862	974.4486972	TL
CI1491	9.8752856	58.48828351	910.8976952	TL
CI1491	9.606458605	61.54605561	995.6323645	TL
CI1491	9.643528674	58.90331046	974.4486972	TL
CI1491	9.698954716	57.249306	995.6323645	TL
CI1491	9.388641842	59.68453767	953.2650299	TL
CI1491	9.506509263	55.50375146	889.7140279	TL
CI1491	9.513596498	57.09672256	953.2650299	TL
CI1491	9.099957532	58.17090996	974.4486972	TL
CI1491	10.33558715	58.75072703	953.2650299	TL
CI1491	9.442590198	59.33664743	995.6323645	TL
CI1491	9.678607708	54.8751077	910.8976952	TL
CI1491	9.114849183	59.0070672	1016.816032	TL
CI1491	9.721317982	57.55447287	932.0813625	TL
CI1491	9.853522408	55.58309485	932.0813625	TL
CI1491	9.381597304	59.08030725	1016.816032	TL
CI1491	10.01422504	57.00517249	889.7140279	TL
CI1491	10.11960093	54.41735738	889.7140279	TL
CI1491	8.147684308	55.66854158	910.8976952	TL
CI1491	10.57949423	60.23383805	974.4486972	TL
CI1491	9.555308508	59.68453767	953.2650299	TL
CI1491	9.011408094	59.04368723	995.6323645	TL
CI1491	9.77584348	54.7774543	889.7140279	TL
CI1491	9.159417837	55.12534454	953.2650299	TL
CI1491	9.795872075	57.67043628	932.0813625	TL
CI1491	10.19153135	52.08588245	826.1630259	TL
CI1491	10.66718457	63.18785341	932.0813625	TL
CI1491	9.289340419	61.36295549	1059.183367	TL
CI1491	9.177017348	60.94792854	1059.183367	TL
CI1491	9.307528517	62.47376292	1059.183367	TL
CI1491	8.939791938	61.54605561	995.6323645	TL
CI1491	9.368363656	64.12166405	1080.367034	TL
CI1491	9.299652145	62.66296638	1059.183367	TL
CI1491	9.630198038	63.34043685	1059.183367	TL
CI1491	9.732395535	63.37705687	1016.816032	TL
CI1491	9.861012672	56.78545234	953.2650299	TL
CI1491	9.464180208	61.70474239	1101.550701	TL
CI1491	9.012294414	63.47471027	1080.367034	TL
CI1491	9.232093279	60.23383805	1037.999699	TL
CI1491	9.193273671	57.77419302	953.2650299	TL
CI1491	9.411470917	64.37800423	1059.183367	TL
CI1491	9.951347145	61.8207058	1016.816032	TL
CI1491	9.399062202	63.37705687	995.6323645	TL
CI1491	9.106049844	61.13102866	1037.999699	TL
CI1491	8.251225777	60.3070781	1016.816032	TL
CI1491	8.593045516	57.78029636	953.2650299	TL
CI1491	9.155976426	61.64370901	1080.367034	TL
CI1491	9.62407397	62.42493622	1016.816032	TL
CI1491	9.289914894	60.58172828	1059.183367	TL
CI1491	8.931917692	65.40946827	1122.734369	TL
CI1491	9.405163747	60.82586179	1037.999699	TL
CI1491	8.881193841	63.91415057	1122.734369	TL
CI1491	9.156889289	62.92540989	1080.367034	TL
CI1491	8.904979734	64.17659409	1122.734369	TL
CI1491	9.333035998	57.57278288	1016.816032	TL
CI1491	9.284429388	60.48407488	1059.183367	TL
CI1491	9.314772522	62.68737973	1059.183367	TL
CI1491	9.053615636	64.75641115	1101.550701	TL
CI1491	8.647970457	56.90141576	995.6323645	TL
CI1491	9.012294414	63.47471027	1122.734369	TL
CI1491	9.965130696	66.24562551	1080.367034	TL
CI1491	9.643426722	57.20047929	1016.816032	TL
CI1491	9.479650305	58.72631368	1080.367034	TL
CI1491	10.31568881	54.64318087	932.0813625	TL
CI1491	10.06882056	59.77608773	974.4486972	TL
CI1491	11.0561172	49.81544089	868.5303605	TL
CI1491	9.561343981	64.52448433	995.6323645	TL
CI1491	10.22046589	58.97655052	910.8976952	TL
CI1491	10.1262242	62.04652929	932.0813625	TL
CI1491	9.219934047	59.04979057	953.2650299	TL
CI1491	9.148105855	62.68737973	1059.183367	TL
CI1491	9.373169177	63.38316021	1059.183367	TL
CI1491	10.03842442	58.53711021	953.2650299	TL
CI1491	9.093600564	60.94792854	1037.999699	TL
CI1491	11.80098435	56.18732527	932.0813625	TL
CI1491	10.56216089	53.10513981	932.0813625	TL
CI1491	10.65626999	56.4375621	889.7140279	TL
CI1491	9.546647937	53.69106022	910.8976952	TL
CI1491	9.314499755	56.4863888	995.6323645	TL
CI1491	11.38728478	51.89057565	889.7140279	TL
CI1491	11.43343819	52.1102958	826.1630259	TL
CI1491	9.915145495	57.06010253	932.0813625	TL
CI1491	9.525957305	64.62824106	995.6323645	TL
CI1491	9.047838689	51.73799221	910.8976952	TL
CI1491	9.760267231	60.94792854	974.4486972	TL
CI1491	NA	NA	NA	TL
CI1491	8.915560528	59.61740096	1016.816032	TL
CI1491	11.00352019	65.93435529	847.3466932	TL
CI1491	10.5498582	67.63718646	1016.816032	TL
CI1497	8.659093995	50.0341771	930.0036111	TL
CI1497	8.585503365	54.1461517	1001.54235	TL
CI1497	8.823914607	56.64013128	1001.54235	TL
CI1497	8.801632003	54.10492889	965.7729808	TL
CI1497	8.78710943	57.13480491	965.7729808	TL
CI1497	8.788284413	58.70127142	1001.54235	TL
CI1497	9.01915928	58.57760302	1037.31172	TL
CI1497	8.4329245	58.78371703	1037.31172	TL
CI1497	8.520747171	59.14441656	1037.31172	TL
CI1497	8.823914607	56.64013128	965.7729808	TL
CI1497	8.878388062	58.00048377	1001.54235	TL
CI1497	8.710659643	54.75418804	965.7729808	TL
CI1497	8.417969536	55.24886168	965.7729808	TL
CI1497	8.786835489	56.65043698	965.7729808	TL
CI1497	8.857455761	58.70127142	1001.54235	TL
CI1497	9.212296104	54.89846785	965.7729808	TL
CI1497	8.91232993	56.47524006	965.7729808	TL
CI1497	8.958354087	54.46562842	965.7729808	TL
CI1497	9.257467129	56.79471679	965.7729808	TL
CI1497	8.859688892	56.26912605	965.7729808	TL
CI1497	8.906768313	56.23820895	965.7729808	TL
CI1497	8.989683705	54.04309469	930.0036111	TL
CI1497	8.977216651	57.11419351	965.7729808	TL
CI1497	9.200033028	52.42509967	894.2342414	TL
CI1497	8.914731925	56.01148353	965.7729808	TL
CI1497	8.803847348	55.89812082	965.7729808	TL
CI1497	9.24783251	60.29865504	1037.31172	TL
CI1497	8.657247941	56.64013128	1001.54235	TL
CI1497	8.75431564	56.87716239	930.0036111	TL
CI1497	8.788924046	52.50754528	930.0036111	TL
CI1497	8.838869537	58.45393461	1001.54235	TL
CI1497	8.994770192	57.34091893	930.0036111	TL
CI1497	8.737226472	58.50546311	1001.54235	TL
CI1497	9.160813132	57.97987237	1001.54235	TL
CI1497	9.414532207	56.00117783	965.7729808	TL
CI1497	9.378575032	58.3302662	1001.54235	TL
CI1497	8.547639935	57.05235931	965.7729808	TL
CI1497	8.211908365	58.3302662	1073.08109	TL
CI1497	9.009997324	59.00013675	1073.08109	TL
